store_id,dept_id,residual_count,residual_median,residual_mad,daily_robust_scale,residual_source_start,residual_source_end
CA_1,FOODS_1,196,-19.293611246672384,41.59376109095851,61.66691019345508,2015-02-02,2016-05-22
CA_1,FOODS_2,196,-0.602788237416604,36.734040627207236,54.461888633897445,2015-02-02,2016-05-22
CA_1,FOODS_3,196,16.131308947401862,134.3404220421737,199.17310971972674,2015-02-02,2016-05-22
CA_1,HOBBIES_1,196,18.13824074331498,47.45564850475711,70.35774447315288,2015-02-02,2016-05-22
CA_1,HOBBIES_2,196,-1.4252884101740548,9.85799291289236,14.615460292654213,2015-02-02,2016-05-22
CA_1,HOUSEHOLD_1,196,5.057579073015518,45.87883695523766,68.01996366983535,2015-02-02,2016-05-22
CA_1,HOUSEHOLD_2,196,-5.0839400003279,17.10011088336759,25.352624395680788,2015-02-02,2016-05-22
CA_2,FOODS_1,196,4.410219849485486,43.50279002282275,64.497236487837,2015-02-02,2016-05-22
CA_2,FOODS_2,196,-6.647134728303989,32.368056172372434,47.988880081159365,2015-02-02,2016-05-22
CA_2,FOODS_3,196,23.14187730141657,102.26265589660431,151.61461363230555,2015-02-02,2016-05-22
CA_2,HOBBIES_1,196,-2.8834231964750927,35.155956455887946,52.122221041499465,2015-02-02,2016-05-22
CA_2,HOBBIES_2,196,-1.5065762576878257,9.65102357740722,14.308607555863942,2015-02-02,2016-05-22
CA_2,HOUSEHOLD_1,196,3.0758722148558206,47.50242364135187,70.42709329066828,2015-02-02,2016-05-22
CA_2,HOUSEHOLD_2,196,-0.9015471463175119,21.313127605217886,31.598842987496035,2015-02-02,2016-05-22
CA_3,FOODS_1,196,-10.963225900431524,57.005740575399386,84.51671097708713,2015-02-02,2016-05-22
CA_3,FOODS_2,196,19.32929378433107,60.30496607303485,89.40814269988147,2015-02-02,2016-05-22
CA_3,FOODS_3,196,-99.70089216060046,177.11533481713923,262.5911953998906,2015-02-02,2016-05-22
CA_3,HOBBIES_1,196,-17.284551210056833,48.584548754680384,72.03145198368914,2015-02-02,2016-05-22
CA_3,HOBBIES_2,196,5.9958096885073715,11.824488114226863,17.530986078152747,2015-02-02,2016-05-22
CA_3,HOUSEHOLD_1,196,10.772075366960053,90.3091173850678,133.8922974351015,2015-02-02,2016-05-22
CA_3,HOUSEHOLD_2,196,6.711384836731298,24.59293604665001,36.461486982763304,2015-02-02,2016-05-22
CA_4,FOODS_1,196,-6.7921501628499215,28.08952581399977,41.64553097183606,2015-02-02,2016-05-22
CA_4,FOODS_2,196,1.6868153598325932,27.14676900574389,40.24779972791589,2015-02-02,2016-05-22
CA_4,FOODS_3,196,-20.564469341628865,82.83956872779777,122.81794459583297,2015-02-02,2016-05-22
CA_4,HOBBIES_1,196,17.797473947712007,44.98346205820138,66.69248084748936,2015-02-02,2016-05-22
CA_4,HOBBIES_2,196,-4.853258986152097,5.516812523555503,8.179226247423388,2015-02-02,2016-05-22
CA_4,HOUSEHOLD_1,196,-0.5125904054322916,27.446773223557045,40.69258598124567,2015-02-02,2016-05-22
CA_4,HOUSEHOLD_2,196,-1.7121137630641527,11.315396448391532,16.776206774385283,2015-02-02,2016-05-22
TX_1,FOODS_1,196,-0.9311714245148295,36.50129950167778,54.11682664118747,2015-02-02,2016-05-22
TX_1,FOODS_2,196,-7.186717777808838,31.20890428565167,46.27032149390716,2015-02-02,2016-05-22
TX_1,FOODS_3,196,-31.405419510436786,107.07598465532374,158.75085484998297,2015-02-02,2016-05-22
TX_1,HOBBIES_1,196,1.6634564539410945,29.001335081115414,42.99737939126171,2015-02-02,2016-05-22
TX_1,HOBBIES_2,196,2.421731701345786,10.41278207637724,15.437990706436896,2015-02-02,2016-05-22
TX_1,HOUSEHOLD_1,196,19.80622775937286,48.36902802588162,71.71192095117209,2015-02-02,2016-05-22
TX_1,HOUSEHOLD_2,196,0.9005215324417222,16.55245471521998,24.54066936078514,2015-02-02,2016-05-22
TX_2,FOODS_1,196,-20.051796710071216,36.62710253714846,54.3033422215763,2015-02-02,2016-05-22
TX_2,FOODS_2,196,-0.35940548666789596,33.61369574052827,49.83566530490721,2015-02-02,2016-05-22
TX_2,FOODS_3,196,-25.125294482831464,138.64724928286398,205.55841178677412,2015-02-02,2016-05-22
TX_2,HOBBIES_1,196,11.176763694359067,36.99277904926345,54.845494218437985,2015-02-02,2016-05-22
TX_2,HOBBIES_2,196,2.2786053012012957,11.44384728732837,16.966647988193042,2015-02-02,2016-05-22
TX_2,HOUSEHOLD_1,196,4.134974924442531,52.24867091331106,77.46387949607497,2015-02-02,2016-05-22
TX_2,HOUSEHOLD_2,196,2.96387329646042,15.768703938585448,23.378680459346782,2015-02-02,2016-05-22
TX_3,FOODS_1,196,0.8865680120515975,35.821023705650276,53.1082497459971,2015-02-02,2016-05-22
TX_3,FOODS_2,196,4.359581650712357,38.9348274852039,57.72477522956329,2015-02-02,2016-05-22
TX_3,FOODS_3,196,40.33550006835992,120.73030267837385,178.99474675095706,2015-02-02,2016-05-22
TX_3,HOBBIES_1,196,15.203725840623378,29.174072332154907,43.25347963965286,2015-02-02,2016-05-22
TX_3,HOBBIES_2,196,5.158204388232139,11.98409987115852,17.76762646897962,2015-02-02,2016-05-22
TX_3,HOUSEHOLD_1,196,19.464014825213383,63.125973684418796,93.5905685845193,2015-02-02,2016-05-22
TX_3,HOUSEHOLD_2,196,8.58587732890011,13.247883365880334,19.641311878254182,2015-02-02,2016-05-22
WI_1,FOODS_1,196,-9.962968428404935,37.48802656686655,55.57974818803635,2015-02-02,2016-05-22
WI_1,FOODS_2,196,13.518371491533685,41.2053589013627,61.09106510716034,2015-02-02,2016-05-22
WI_1,FOODS_3,196,14.054907925260636,102.45706808387354,151.9028491411509,2015-02-02,2016-05-22
WI_1,HOBBIES_1,196,-5.8180843954198735,41.21293658751196,61.10229978464523,2015-02-02,2016-05-22
WI_1,HOBBIES_2,196,-2.88559691765634,9.096004863422412,13.485736810510067,2015-02-02,2016-05-22
WI_1,HOUSEHOLD_1,196,-13.306572359650914,44.31464922131559,65.70089893552249,2015-02-02,2016-05-22
WI_1,HOUSEHOLD_2,196,-3.1111685112674508,15.8068338465945,23.435211860961005,2015-02-02,2016-05-22
WI_2,FOODS_1,196,3.45467506832523,54.08638037113303,80.18846753824182,2015-02-02,2016-05-22
WI_2,FOODS_2,196,26.27939420494647,95.50387306854128,141.5940422114193,2015-02-02,2016-05-22
WI_2,FOODS_3,196,-6.199487986040367,147.3987781637178,218.53342850552798,2015-02-02,2016-05-22
WI_2,HOBBIES_1,196,4.146210925118098,27.384969405918667,40.600955641215016,2015-02-02,2016-05-22
WI_2,HOBBIES_2,196,-4.155420620695498,7.337237843819103,10.8781888272462,2015-02-02,2016-05-22
WI_2,HOUSEHOLD_1,196,29.407311915645494,90.12255046486905,133.61569331921484,2015-02-02,2016-05-22
WI_2,HOUSEHOLD_2,196,1.65168718962736,14.87211342006055,22.049395356581773,2015-02-02,2016-05-22
WI_3,FOODS_1,196,-2.9011809672511646,35.96819206127786,53.32644155005055,2015-02-02,2016-05-22
WI_3,FOODS_2,196,16.12530927846919,40.137203990042565,59.5074186356371,2015-02-02,2016-05-22
WI_3,FOODS_3,196,21.262244224030837,105.13265325426892,155.8696717147791,2015-02-02,2016-05-22
WI_3,HOBBIES_1,196,0.7906245843298478,30.462164032408694,45.163204394449124,2015-02-02,2016-05-22
WI_3,HOBBIES_2,196,-0.4469247879465872,8.108681792074554,12.021931624929733,2015-02-02,2016-05-22
WI_3,HOUSEHOLD_1,196,8.813325995676337,48.37369855329746,71.71884547511881,2015-02-02,2016-05-22
WI_3,HOUSEHOLD_2,196,1.892708255842848,14.813455611294671,21.96242928930548,2015-02-02,2016-05-22
